title,price,address,rooms,area,floor,total_floors,dormitory,residential_complex
3-комнатная квартира · 61 м² · 3/5 этаж,49 000 000〒,"Алмалинский р-н, Наурызбай Батыра",3-комнатная квартира,61 м²,3,5,Нет,Нет
4-комнатная квартира · 95 м² · 1/9 этаж,89 000 000〒,"Алмалинский р-н, Байзакова — СРОЧНАЯ ПРОДАЖА",4-комнатная квартира,95 м²,1,9,Нет,Нет
2-комнатная квартира · 51.3 м² · 3/5 этаж,44 000 000〒,"Алмалинский р-н, Карасай батыра 108 — Муратбаева",2-комнатная квартира,51.3 м²,3,5,Нет,Нет
3-комнатная квартира · 85 м² · 7/15 этаж,52 500 000〒,"Алмалинский р-н, Толе би 273В/7В — Толе би напротив Сайрана",3-комнатная квартира,85 м²,7,15,Нет,Да
2-комнатная квартира · 73.3 м² · 8/10 этаж,53 500 000〒,"Алмалинский р-н, Варламова 326 — Карасай батыра",2-комнатная квартира,73.3 м²,8,10,Нет,Да
2-комнатная квартира · 53.2 м² · 5/5 этаж,36 500 000〒,"Алмалинский р-н, мкр Тастак-2, Туркебаева 51",2-комнатная квартира,53.2 м²,5,5,Нет,Нет
1-комнатная квартира · 32.5 м² · 4/5 этаж,33 000 000〒,"Алмалинский р-н, Наурызбай батыра",1-комнатная квартира,32.5 м²,4,5,Нет,Нет
3-комнатная квартира · 93 м² · 9/12 этаж,72 000 000〒,"Алмалинский р-н, Варламова 33 — Абая и Тлендиева",3-комнатная квартира,93 м²,9,12,Нет,Да
3-комнатная квартира · 91.5 м² · 9/12 этаж,72 000 000〒,"Алмалинский р-н, Варламова 33 — Абая и Тлендиева",3-комнатная квартира,91.5 м²,9,12,Нет,Да
3-комнатная квартира · 56.7 м² · 2/5 этаж,37 000 000〒,"Алмалинский р-н, Шакарима 13 — Абая Тургут Озала",3-комнатная квартира,56.7 м²,2,5,Нет,Нет
2-комнатная квартира · 50 м² · 5/9 этаж,43 000 000〒,"Алмалинский р-н, Шагабутдинова — Кабанбай батыра",2-комнатная квартира,50 м²,5,9,Нет,Нет
2-комнатная квартира · 55.5 м² · 5/13 этаж,33 000 000〒,"Алмалинский р-н, Муратбаева",2-комнатная квартира,55.5 м²,5,13,Нет,Да
4-комнатная квартира · 104 м² · 1/5 этаж,100 000 000〒,"Алмалинский р-н, Богенбай батыра — Уг. Шагабутдинова",4-комнатная квартира,104 м²,1,5,Нет,Нет
2-комнатная квартира · 86.6 м² · 10/15 этаж,55 000 000〒,"Алмалинский р-н, Толе би — Варламова",2-комнатная квартира,86.6 м²,10,15,Нет,Нет
4-комнатная квартира · 80 м² · 1/5 этаж,62 000 000〒,"Алмалинский р-н, ул. Айманова — ул. Курмангазы",4-комнатная квартира,80 м²,1,5,Нет,Нет
2-комнатная квартира · 64 м² · 10/13 этаж,41 500 000〒,"Алмалинский р-н, Муратбаева 14",2-комнатная квартира,64 м²,10,13,Нет,Нет
2-комнатная квартира · 51.1 м² · 4/5 этаж,49 500 000〒,"Алмалинский р-н, Гоголя 140 — Шагабутдинова",2-комнатная квартира,51.1 м²,4,5,Нет,Нет
2-комнатная квартира · 72 м² · 11/13 этаж,59 700 000〒,"Алмалинский р-н, Толе би 189/3 — Толе би Жарокова",2-комнатная квартира,72 м²,11,13,Нет,Да
3-комнатная квартира · 72 м² · 3/3 этаж,56 000 000〒,"Алмалинский р-н, Толе би 130б — Толе би уг ул Жумалиева",3-комнатная квартира,72 м²,3,3,Нет,Нет
2-комнатная квартира · 44.2 м² · 1/4 этаж,35 000 000〒,"Алмалинский р-н, Шагабутдинова — Казыбек Би",2-комнатная квартира,44.2 м²,1,4,Нет,Нет
3-комнатная квартира · 73 м² · 3/4 этаж,52 000 000〒,"Алмалинский р-н, Шевченко 162А",3-комнатная квартира,73 м²,3,4,Нет,Нет
4-комнатная квартира · 80 м² · 1/5 этаж,50 000 000〒,"Алмалинский р-н, мкр Тастак-2, Тастақ-2 ш/а. — Төле би Тілендиев қиылысына жақын",4-комнатная квартира,80 м²,1,5,Нет,Нет
2-комнатная квартира · 42 м² · 4/4 этаж,39 000 000〒,"Алмалинский р-н, наурызбая батыра 68 — наурызбая айтеке",2-комнатная квартира,42 м²,4,4,Нет,Нет
1-комнатная квартира · 38 м² · 5/5 этаж,25 750 000〒,"Алмалинский р-н, Толе би 232 — Ислама Каримова 60",1-комнатная квартира,38 м²,5,5,Нет,Нет
4-комнатная квартира · 160 м² · 6/7 этаж,170 000 000〒,"Алмалинский р-н, Панфилова 113 — Гоголя",4-комнатная квартира,160 м²,6,7,Нет,Да
2-комнатная квартира · 62 м² · 5/5 этаж,57 000 000〒,"Алмалинский р-н, ул Туркебаева — ул Васнецова",2-комнатная квартира,62 м²,5,5,Нет,Нет
3-комнатная квартира · 94.2 м² · 10/13 этаж,63 000 000〒,"Алмалинский р-н, Толе би 189 — Толе би Жарокова",3-комнатная квартира,94.2 м²,10,13,Нет,Да
1-комнатная квартира · 16 м² · 4/5 этаж,12 300 000〒,"Алмалинский р-н, Богенбай батыр 272 — Жарокова",1-комнатная квартира,16 м²,4,5,Нет,Нет
3-комнатная квартира · 66 м² · 4/10 этаж,56 000 000〒,"Алмалинский р-н, Айтеке Би 123/1 — Айтеке би -  Досмухамедова",3-комнатная квартира,66 м²,4,10,Нет,Да
2-комнатная квартира · 71 м² · 14/18 этаж,45 000 000〒,"Алмалинский р-н, Брусиловского 159 — Брусиловского кулымбета",2-комнатная квартира,71 м²,14,18,Нет,Да
2-комнатная квартира · 95 м² · 18/20 этаж,54 000 000〒,"Алмалинский р-н, мкр Тастак-2, Прокофьева 148 — Шакарима Бурсиловского",2-комнатная квартира,95 м²,18,20,Нет,Нет
1-комнатная квартира · 43.4 м² · 4/12 этаж,41 000 000〒,"Алмалинский р-н, Сейфулина 469а​ — Рядом с Мега Парком",1-комнатная квартира,43.4 м²,4,12,Нет,Да
2-комнатная квартира · 55 м² · 5/13 этаж,32 000 000〒,"Алмалинский р-н, Муратбаева 14",2-комнатная квартира,55 м²,5,13,Нет,Да
3-комнатная квартира · 60 м² · 5/13 этаж,53 900 000〒,"Алмалинский р-н, Муратбаева 14/4 — Макатаева Муратбаева",3-комнатная квартира,60 м²,5,13,Нет,Да
2-комнатная квартира · 70 м² · 8/8 этаж,72 000 000〒,"Алмалинский р-н, Кабанбай батыра — Сейфуллина",2-комнатная квартира,70 м²,8,8,Нет,Нет
2-комнатная квартира · 45 м² · 5/5 этаж,35 000 000〒,"Алмалинский р-н, Жарокова 97",2-комнатная квартира,45 м²,5,5,Нет,Нет
3-комнатная квартира · 56.8 м² · 5/5 этаж,42 004 800〒,"Алмалинский р-н, Сейфуллина 422 — 54",3-комнатная квартира,56.8 м²,5,5,Нет,Нет
1-комнатная квартира · 35 м² · 4/5 этаж,25 000 000〒,"Алмалинский р-н, мкр Тастак-2, Райымбека 383 — проспект Райымбека, улица Емцова",1-комнатная квартира,35 м²,4,5,Нет,Нет
1-комнатная квартира · 30.7 м² · 9/15 этаж,32 500 000〒,"Алмалинский р-н, Райымбека 210/5 — Ауезова - Гоголя",1-комнатная квартира,30.7 м²,9,15,Нет,Да
4-комнатная квартира · 99 м² · 2/7 этаж,76 800 000〒,"Алмалинский р-н, Айтеке би 172 — Муканова",4-комнатная квартира,99 м²,2,7,Нет,Нет
1-комнатная квартира · 48.4 м² · 2/12 этаж,53 500 000〒,"Алмалинский р-н, Торекулова 7 — Сейфуллина - Маметова",1-комнатная квартира,48.4 м²,2,12,Нет,Да
3-комнатная квартира · 72 м² · 7/9 этаж,56 500 000〒,"Алмалинский р-н, Айтиева — Толе би - Ауезова",3-комнатная квартира,72 м²,7,9,Нет,Нет
2-комнатная квартира · 90 м² · 6/12 этаж,61 500 000〒,"Алмалинский р-н, мкр Тастак-2, Толе би 273/4 — Варламова",2-комнатная квартира,90 м²,6,12,Нет,Да
2-комнатная квартира · 64.1 м² · 9/12 этаж,59 900 000〒,"Алмалинский р-н, Райымбека",2-комнатная квартира,64.1 м²,9,12,Нет,Да
2-комнатная квартира · 65 м² · 12/12 этаж,100 000 000〒,"Алмалинский р-н, Наурызбай батыра 107/113 — Курмангазы",2-комнатная квартира,65 м²,12,12,Нет,Да
3-комнатная квартира · 72 м² · 3/5 этаж,45 000 000〒,"Алмалинский р-н, мкр Тастак-2 33",3-комнатная квартира,72 м²,3,5,Нет,Нет
3-комнатная квартира · 116 м² · 2/15 этаж,113 000 000〒,"Алмалинский р-н, Наурызбай батыра 50 — Жибек Жолы",3-комнатная квартира,116 м²,2,15,Нет,Да
2-комнатная квартира · 44.5 м² · 3/5 этаж,31 500 000〒,"Алмалинский р-н, Наурызбай батыра 28",2-комнатная квартира,44.5 м²,3,5,Нет,Нет
2-комнатная квартира · 48.5 м² · 8/13 этаж,42 000 000〒,"Алмалинский р-н, Толе би 189 — Жарокова",2-комнатная квартира,48.5 м²,8,13,Нет,Да
3-комнатная квартира · 118.6 м² · 13/16 этаж,93 000 000〒,"Алмалинский р-н, Масанчи 23/2 — Гоголя/Масанчи",3-комнатная квартира,118.6 м²,13,16,Нет,Да
2-комнатная квартира · 63.1 м² · 11/15 этаж,55 000 000〒,"Алмалинский р-н, Райымбека — Ауэзова ниже Гоголя",2-комнатная квартира,63.1 м²,11,15,Нет,Да
3-комнатная квартира · 70 м² · 10/18 этаж,43 500 000〒,"Алмалинский р-н, Брусиловского 167 — Возле Метро Сайран",3-комнатная квартира,70 м²,10,18,Нет,Да
5-комнатная квартира · 113.4 м² · 2/5 этаж,88 900 000〒,"Алмалинский р-н, Маметовой — Угол улицы Панфилова",5-комнатная квартира,113.4 м²,2,5,Нет,Нет
2-комнатная квартира · 41.3 м² · 1/13 этаж,38 000 000〒,"Алмалинский р-н, Макатаева — Муратбаева",2-комнатная квартира,41.3 м²,1,13,Нет,Да
2-комнатная квартира · 50 м² · 4/4 этаж,43 000 000〒,"Алмалинский р-н, Жамбыла 165 — Исаева",2-комнатная квартира,50 м²,4,4,Нет,Нет
1-комнатная квартира · 38 м² · 4/9 этаж,32 000 000〒,"Алмалинский р-н, Толе би — Толе би Айманова",1-комнатная квартира,38 м²,4,9,Нет,Нет
3-комнатная квартира · 55.1 м² · 1/4 этаж,40 000 000〒,"Алмалинский р-н, Нурмакова 52",3-комнатная квартира,55.1 м²,1,4,Нет,Нет
1-комнатная квартира · 43 м² · 12/12 этаж,46 000 000〒,"Алмалинский р-н, Торекулова 9 блок",1-комнатная квартира,43 м²,12,12,Нет,Да
2-комнатная квартира · 68 м² · 9/12 этаж,60 500 000〒,"Алмалинский р-н, Торекулова",2-комнатная квартира,68 м²,9,12,Нет,Да
4-комнатная квартира · 130.1 м² · 16/17 этаж,110 845 200〒,"Алмалинский р-н, проспект Абая 165 — Тургут Озала",4-комнатная квартира,130.1 м²,16,17,Нет,Да
3-комнатная квартира · 91.6 м² · 11/12 этаж,59 100 000〒,"Алмалинский р-н, Торекулова",3-комнатная квартира,91.6 м²,11,12,Нет,Да
2-комнатная квартира · 43 м² · 5/5 этаж,34 000 000〒,"Алмалинский р-н, Шагабутдинова",2-комнатная квартира,43 м²,5,5,Нет,Нет
2-комнатная квартира · 71 м² · 7/21 этаж,70 000 000〒,"Алмалинский р-н, Варламова 27a",2-комнатная квартира,71 м²,7,21,Нет,Да
3-комнатная квартира · 70 м² · 1/9 этаж,51 000 000〒,"Алмалинский р-н, мкр Тастак-3, Мкр Тастак-2 — Ислама Каримова 87а",3-комнатная квартира,70 м²,1,9,Нет,Нет
2-комнатная квартира · 55 м² · 2/9 этаж,35 000 000〒,"Алмалинский р-н, мкр Тастак-2, Брусиловского 28 — Дүйсенова",2-комнатная квартира,55 м²,2,9,Нет,Нет
4-комнатная квартира · 82 м² · 5/5 этаж,69 500 000〒,"Алмалинский р-н, Толе би — Нурмакова",4-комнатная квартира,82 м²,5,5,Нет,Нет
1-комнатная квартира · 34 м² · 5/12 этаж,35 000 000〒,"Алмалинский р-н, Сейфуллина 416 — Макатаева Сейфуллина, район Мега Парка",1-комнатная квартира,34 м²,5,12,Нет,Да
